CreditScore,Age,EstimatedSalary,Balance,NumOfProducts,Tenure,Exited,Geography_Germany,Geography_Spain,Gender_Male,HasCrCard_Yes,IsActiveMember_Yes,Bal_v_Sal
700,38,100950.48,65962.63,1,9,0,False,False,True,True,True,0.65
727,36,113033.73,140418.81,1,6,1,True,False,True,True,True,1.24
689,31,120663.57,139799.63,1,3,0,False,True,False,True,True,1.16
626,49,187192.23,171787.84,2,9,0,True,False,True,False,False,0.92
686,38,97825.23,149238.97,1,6,0,False,False,True,True,True,1.53
351,57,169621.69,163146.46,1,4,1,True,False,False,False,False,0.96
739,37,191557.1,0.0,2,8,1,False,False,False,False,False,0.0
627,32,103287.62,0.0,2,10,0,False,False,True,False,False,0.0
451,38,167538.66,61482.47,1,9,0,True,False,False,True,True,0.37
512,41,64869.32,145150.28,1,8,1,False,False,False,False,False,2.24
774,41,102426.06,126670.37,1,5,0,False,False,False,False,False,1.24
652,40,107876.2,84390.8,2,8,0,False,False,False,True,True,0.78
638,37,37294.88,89728.86,2,2,0,True,False,True,True,True,2.41
475,57,89248.99,0.0,2,1,0,False,False,False,False,False,0.0
567,40,91973.63,118628.8,1,4,0,False,True,True,False,False,1.29
750,37,16870.2,0.0,2,3,0,False,False,True,False,False,0.0
850,39,121681.19,96863.13,1,6,0,False,False,True,True,True,0.8
753,38,33730.43,142263.45,1,6,0,False,False,False,True,True,4.22
683,36,104786.59,0.0,2,7,0,False,True,False,False,False,0.0
710,32,94790.34,0.0,1,3,0,False,False,False,False,False,0.0
645,21,28726.07,0.0,2,1,0,False,True,False,False,False,0.0
714,28,67057.27,122724.37,1,6,0,False,False,True,True,True,1.83
696,35,69079.85,174902.26,1,4,0,True,False,False,False,False,2.53
612,26,179780.74,0.0,2,4,0,False,True,False,True,True,0.0
520,31,183572.39,108914.17,1,3,1,True,False,False,True,True,0.59
782,23,142587.32,98052.66,1,10,0,False,True,True,True,True,0.69
666,46,177844.06,123873.19,1,5,0,False,False,True,True,True,0.7
466,56,197634.11,111920.13,3,2,1,True,False,False,False,False,0.57
567,45,121053.19,0.0,2,4,0,False,False,False,True,True,0.0
613,20,149613.77,0.0,2,3,0,False,False,True,True,True,0.0
718,37,142.81,0.0,2,8,0,False,False,True,True,True,0.0
614,37,131766.67,75150.34,4,8,1,False,False,False,True,True,0.57
711,38,53311.78,0.0,2,10,0,False,False,True,False,False,0.0
691,38,107665.02,114753.76,1,5,0,True,False,False,False,False,1.07
527,32,109523.88,0.0,1,0,0,False,False,True,False,False,0.0
476,32,112132.86,111871.93,1,6,0,False,False,False,False,False,1.0
619,45,113645.4,0.0,2,0,0,False,True,False,False,False,0.0
607,37,180890.4,135927.06,1,4,0,True,False,False,False,False,0.75
695,44,70974.13,0.0,2,8,0,False,True,True,True,True,0.0
653,33,53379.52,0.0,2,1,0,False,False,True,False,False,0.0
677,46,158531.01,57037.74,1,2,0,False,False,True,True,True,0.36
655,50,179267.94,0.0,4,10,1,False,False,False,False,False,0.0
625,52,84606.03,79468.96,1,2,0,False,False,False,True,True,0.94
679,34,56984.58,121063.85,1,7,0,True,False,False,False,False,2.12
734,51,116912.45,118537.47,1,1,0,False,False,True,True,True,1.01
666,39,102999.33,0.0,2,10,0,False,False,True,False,False,0.0
592,26,132801.57,105082.07,2,4,0,True,False,False,False,False,0.79
564,40,85455.62,0.0,1,4,1,False,False,True,False,False,0.0
814,36,98657.01,0.0,2,6,0,False,False,False,True,True,0.0
592,36,107948.72,104702.65,2,2,0,True,False,True,False,False,0.97
758,50,67944.09,95813.76,3,2,1,False,False,False,True,True,1.41
612,62,192892.05,167026.61,2,0,0,False,True,False,True,True,0.87
498,61,187247.56,102453.26,1,7,1,True,False,True,False,False,0.55
638,25,114722.42,148045.45,2,4,0,True,False,True,True,True,1.29
558,35,111687.57,0.0,2,1,0,False,False,True,False,False,0.0
756,24,184182.25,0.0,2,1,0,False,False,False,False,False,0.0
782,52,52759.82,0.0,1,4,1,False,True,True,True,True,0.0
505,34,126451.14,104498.79,1,10,0,False,False,True,True,True,0.83
671,29,12048.67,0.0,2,6,0,False,True,False,False,False,0.0
801,42,95804.33,0.0,2,6,0,False,False,True,True,True,0.0
604,26,197911.52,149542.52,2,8,0,False,False,True,True,True,0.76
716,29,182531.74,87946.39,1,10,0,False,False,False,True,True,0.48
624,45,168002.31,68639.57,1,3,1,False,False,False,False,False,0.41
607,47,79450.61,148826.32,1,4,0,True,False,True,True,True,1.87
827,60,60615.83,0.0,2,2,0,False,False,False,True,True,0.0
606,61,8643.21,108166.09,2,5,0,False,False,True,True,True,12.51
717,35,172172.7,103214.71,1,5,0,True,False,False,False,False,0.6
651,40,174434.06,134760.21,2,1,1,True,False,True,False,False,0.77
691,58,194930.3,0.0,1,3,1,False,False,True,True,True,0.0
573,33,137476.71,90124.64,1,0,0,False,False,False,False,False,0.66
723,38,94415.6,0.0,2,6,0,False,True,True,True,True,0.0
584,46,120376.87,87361.02,2,6,1,True,False,False,False,False,0.73
550,45,97623.42,111257.59,1,8,1,True,False,False,False,False,1.14
611,61,66238.23,131583.59,4,3,1,False,False,False,True,True,1.99
549,41,131710.59,95020.8,3,9,1,True,False,True,True,True,0.72
850,24,69052.87,0.0,2,1,0,False,True,False,True,True,0.0
668,34,56780.97,80242.37,2,5,0,True,False,True,False,False,1.41
686,43,170072.9,0.0,1,0,0,False,False,False,True,True,0.0
660,50,191849.15,0.0,3,1,1,False,False,True,True,True,0.0
682,59,84803.76,122661.39,1,0,0,False,True,False,True,True,1.45
524,50,31840.59,0.0,2,4,1,False,False,True,True,True,0.0
645,36,12096.61,0.0,2,8,1,False,False,False,True,True,0.0
850,42,44165.84,0.0,2,0,0,False,False,True,False,False,0.0
537,53,91406.62,0.0,1,3,0,False,False,False,True,True,0.0
599,46,83282.21,81742.84,2,7,0,False,True,False,False,False,0.98
727,71,198446.91,0.0,1,8,1,False,True,True,True,True,0.0
756,30,7554.68,145127.85,1,2,0,False,True,True,False,False,19.21
755,38,80416.16,148912.44,1,9,0,False,False,True,False,False,1.85
634,41,164549.74,0.0,2,4,0,False,True,False,True,True,0.0
837,26,175477.03,89900.24,2,4,0,False,False,True,False,False,0.51
727,30,137903.54,119027.28,2,8,0,True,False,False,True,True,0.86
567,40,93795.86,105222.86,2,2,0,True,False,False,False,False,1.12
650,30,67997.13,0.0,1,6,1,False,True,False,False,False,0.0
655,34,49492.15,116114.93,1,1,0,False,True,True,True,True,2.35
763,58,35825.18,187911.55,1,9,0,False,False,False,True,True,5.25
843,27,67494.23,0.0,2,5,0,False,False,False,True,True,0.0
667,38,73963.17,144432.04,1,6,1,False,False,False,True,True,1.95
705,50,145159.26,77065.9,2,4,0,False,False,False,True,True,0.53
660,29,123850.58,180520.29,1,6,0,True,False,False,True,True,1.46
553,42,23822.04,0.0,2,1,0,False,False,True,False,False,0.0
612,47,45750.21,130024.87,1,6,1,True,False,False,True,True,2.84
641,40,159773.14,110086.69,1,2,0,True,False,False,False,False,0.69
513,31,84238.63,174853.46,1,5,0,False,True,False,False,False,2.08
680,44,72330.46,108724.98,1,7,0,False,False,True,True,True,1.5
711,58,26767.85,91285.13,2,9,0,False,False,True,True,True,3.41
689,40,164768.82,0.0,2,2,0,False,True,True,True,True,0.0
665,51,1112.76,110610.41,2,9,1,True,False,False,True,True,99.4
551,54,176680.16,102994.04,1,5,1,True,False,True,False,False,0.58
645,36,43999.64,59893.85,2,4,0,False,True,True,False,False,1.36
616,29,140746.13,149318.55,1,8,0,True,False,True,False,False,1.06
582,32,152790.92,116409.55,1,1,0,False,False,False,True,True,0.76
365,30,81537.85,127760.07,1,0,1,True,False,True,False,False,1.57
697,38,7387.8,132591.36,1,6,1,True,False,False,True,True,17.95
704,31,183038.33,0.0,2,0,0,False,False,True,False,False,0.0
656,46,138849.06,113402.14,2,5,0,False,False,False,True,True,0.82
712,31,170333.38,0.0,2,7,0,False,False,False,False,False,0.0
748,40,60416.76,0.0,1,0,0,False,False,True,False,False,0.0
724,28,100240.2,0.0,2,9,0,False,False,True,True,True,0.0
691,50,2704.98,136953.47,1,6,0,False,False,True,True,True,50.63
563,33,68815.05,0.0,2,8,0,False,False,True,True,True,0.0
741,32,64839.23,0.0,1,5,0,False,False,True,True,True,0.0
778,44,144494.94,123863.64,1,8,0,False,False,True,False,False,0.86
848,22,185510.34,120811.89,1,7,0,False,True,True,True,True,0.65
634,38,56055.72,148430.55,1,2,0,True,False,True,True,True,2.65
505,40,155061.97,47869.69,2,6,0,True,False,True,True,True,0.31
692,53,119817.19,150926.99,2,7,0,True,False,True,False,False,1.26
537,47,16259.64,103163.35,1,6,1,True,False,False,False,False,6.34
633,29,184654.87,130206.28,1,10,0,False,False,True,False,False,0.71
833,28,5278.78,136674.51,2,4,0,False,False,False,False,False,25.89
592,40,113244.73,200322.45,1,2,0,False,True,False,True,True,1.77
587,48,8908.0,0.0,2,1,0,False,True,True,True,True,0.0
550,62,64490.67,80927.56,1,7,0,False,True,True,True,True,1.25
680,24,154971.63,0.0,3,10,1,False,False,False,False,False,0.0
622,41,155786.39,0.0,2,9,0,False,True,False,True,True,0.0
594,28,129084.82,142574.71,2,0,0,True,False,True,False,False,1.1
643,34,188533.11,160426.07,1,7,0,True,False,False,True,True,0.85
540,25,13411.67,116160.23,1,5,0,False,False,True,False,False,8.66
635,34,15733.19,98683.47,2,5,0,False,True,False,False,False,6.27
657,32,73127.61,118829.03,2,3,0,False,False,True,True,True,1.62
814,31,101704.19,118870.92,1,1,0,False,False,True,False,False,1.17
600,32,101986.16,0.0,1,1,0,False,False,True,True,True,0.0
682,46,114442.66,0.0,1,2,0,False,False,False,True,True,0.0
682,38,15669.17,107192.38,1,4,0,False,False,True,True,True,6.84
566,42,157486.1,108010.78,1,3,0,False,False,True,True,True,0.69
550,34,131281.28,0.0,2,3,0,False,True,True,False,False,0.0
630,26,197001.15,129837.72,2,7,0,False,False,True,True,True,0.66
546,58,128881.87,106458.31,4,3,1,True,False,False,False,False,0.83
486,63,85101.0,97009.15,1,9,0,False,False,True,True,True,1.14
762,35,149822.04,122929.42,2,9,0,False,True,True,False,False,0.82
692,45,108040.86,152296.83,4,6,1,True,False,True,True,True,1.41
498,30,135795.53,0.0,2,1,0,False,False,False,False,False,0.0
850,49,25867.67,0.0,1,8,1,False,True,True,False,False,0.0
603,35,130483.56,128993.76,2,6,0,False,False,True,False,False,0.99
551,36,183479.12,0.0,1,5,0,False,False,False,False,False,0.0
627,27,77027.34,185267.45,2,0,0,True,False,True,True,True,2.41
515,28,94141.75,0.0,2,9,0,False,False,False,False,False,0.0
605,29,4092.75,116805.82,1,3,0,False,True,False,False,False,28.54
567,29,109257.59,129750.68,1,5,0,True,False,True,False,False,1.19
568,29,104617.99,129177.01,2,2,0,True,False,False,True,True,1.23
571,25,167705.07,82506.72,2,6,0,True,False,True,False,False,0.49
634,48,103712.05,107247.69,1,2,1,True,False,True,True,True,1.03
768,42,161242.99,0.0,1,3,1,False,True,False,False,False,0.0
554,36,6089.13,157780.93,2,3,0,True,False,False,False,False,25.91
629,35,159777.37,172170.36,1,1,0,False,False,True,True,True,1.08
638,48,7919.08,0.0,2,2,0,False,True,True,True,True,0.0
576,41,188274.6,0.0,1,1,0,False,False,True,True,True,0.0
661,42,27608.12,75361.44,1,9,1,False,True,False,False,False,2.73
592,27,183569.25,0.0,2,4,0,False,False,False,True,True,0.0
702,30,145537.32,0.0,2,2,0,False,True,True,True,True,0.0
647,29,164717.95,98263.46,2,0,0,False,False,False,False,False,0.6
593,43,76357.43,0.0,2,9,0,False,False,True,True,True,0.0
712,40,120158.72,109308.79,2,3,1,True,False,False,False,False,0.91
625,31,151843.54,0.0,2,8,0,False,True,False,False,False,0.0
538,28,5698.97,164365.44,1,6,0,True,False,False,True,True,28.84
637,22,122865.55,98800.0,1,5,0,False,True,False,False,False,0.8
632,27,152665.85,193125.85,1,4,0,False,False,True,True,True,1.27
736,27,192131.77,51522.75,1,5,0,False,False,True,True,True,0.27
755,23,62851.6,84284.48,2,5,0,False,False,True,True,True,1.34
425,39,140941.47,0.0,2,5,0,False,True,False,False,False,0.0
461,51,56767.67,119889.84,1,9,1,False,False,True,False,False,2.11
745,21,177235.23,137910.45,1,4,0,False,False,True,True,True,0.78
616,37,86242.18,0.0,2,6,0,False,False,False,False,False,0.0
587,33,34215.58,100116.82,1,5,0,False,False,True,False,False,2.93
850,40,44406.17,166082.15,2,4,0,True,False,True,True,True,3.74
601,38,165196.65,0.0,2,0,0,False,False,False,False,False,0.0
730,26,34542.41,0.0,1,3,0,False,True,True,False,False,0.0
532,44,74838.64,148595.55,1,3,1,False,False,True,False,False,1.99
850,53,36980.54,94078.97,2,2,0,True,False,True,False,False,2.54
779,34,111676.63,0.0,2,5,0,False,True,False,True,True,0.0
562,29,25858.68,0.0,1,9,0,False,False,True,True,True,0.0
670,40,177028.0,164948.98,3,2,1,True,False,True,False,False,0.93
729,62,30990.16,140549.4,1,4,1,False,False,False,False,False,4.54
767,44,136915.15,152509.25,1,2,0,False,False,False,True,True,1.11
742,28,108457.99,191864.51,1,2,1,False,False,False,False,False,1.77
669,44,131609.48,96418.09,1,8,1,False,False,False,False,False,0.73
542,32,159737.56,131945.94,1,2,0,False,True,True,True,True,0.83
586,29,142238.54,0.0,2,3,0,False,False,True,True,True,0.0
612,30,105890.55,142910.15,1,9,1,True,False,True,False,False,1.35
740,37,194270.91,0.0,2,7,0,False,False,False,True,True,0.0
584,35,105443.47,146311.58,1,3,0,False,False,True,True,True,1.39
524,52,173899.42,87894.26,1,2,1,False,False,True,False,False,0.51
614,19,122823.34,97445.49,2,5,0,False,False,False,False,False,0.79
598,64,13181.37,0.0,1,9,1,False,False,False,True,True,0.0
799,35,140780.8,0.0,2,7,0,False,True,True,True,True,0.0
724,34,78560.64,154485.74,2,2,0,False,False,True,False,False,1.97
601,50,185855.21,115625.07,1,2,0,False,False,True,False,False,0.62
804,25,128276.95,108396.67,1,7,0,False,False,True,False,False,0.85
745,38,140197.42,65095.41,2,5,0,True,False,True,True,True,0.46
667,43,32462.39,103018.45,1,1,1,True,False,True,False,False,3.17
518,38,162253.9,84764.79,1,10,0,False,False,False,True,True,0.52
819,38,30498.7,0.0,2,10,0,False,False,False,False,False,0.0
520,35,90280.7,115680.81,1,4,0,False,True,False,True,True,1.28
625,39,32615.21,0.0,2,5,0,False,False,False,False,False,0.0
673,36,196142.26,73088.06,2,5,0,True,False,True,False,False,0.37
656,27,16998.72,150905.03,2,3,0,True,False,False,False,False,8.88
850,23,62980.96,143054.85,1,9,0,False,True,False,True,True,2.27
574,28,185660.3,0.0,2,7,0,False,True,False,False,False,0.0
679,60,77331.77,0.0,2,6,0,False,False,True,True,True,0.0
530,42,97338.62,99948.45,1,0,0,True,False,False,True,True,1.03
508,44,67234.33,115451.05,2,3,0,False,False,True,False,False,1.72
558,32,143783.28,108235.91,1,4,0,True,False,True,True,True,0.75
414,38,77661.12,0.0,1,8,1,False,False,True,True,True,0.0
648,42,89123.99,98795.61,2,2,0,False,True,True,False,False,1.11
721,37,70810.8,0.0,2,1,0,False,False,False,False,False,0.0
751,31,17550.49,0.0,2,8,0,False,False,True,False,False,0.0
662,34,21497.27,0.0,2,2,0,False,False,True,True,True,0.0
628,29,124749.08,113146.98,2,3,0,True,False,True,True,True,0.91
597,39,36051.46,162532.14,3,8,1,True,False,False,False,False,4.51
698,40,143681.83,92053.44,1,0,0,False,True,False,True,True,0.64
723,48,150694.58,0.0,2,7,0,False,False,True,True,True,0.0
586,28,170487.4,0.0,3,5,1,False,False,False,False,False,0.0
633,29,97684.46,104944.1,1,8,0,True,False,False,True,True,1.07
564,31,53520.03,0.0,2,4,0,False,False,True,False,False,0.0
649,31,15200.61,0.0,2,2,0,False,False,False,False,False,0.0
622,30,196894.62,107879.04,1,4,0,False,False,False,True,True,0.55
459,46,4969.13,110356.42,1,7,1,True,False,True,False,False,22.21
718,27,26229.24,0.0,2,2,0,False,False,True,False,False,0.0
655,34,134034.32,109783.69,2,4,0,False,True,False,False,False,0.82
696,22,198032.93,149777.0,1,9,0,False,False,True,True,True,0.76
637,38,119882.86,104339.56,1,3,0,False,False,False,False,False,0.87
630,21,133102.3,85818.18,1,1,0,False,True,False,True,True,0.64
592,37,176395.02,212692.97,1,4,0,False,False,True,False,False,1.21
634,37,193179.88,89696.84,2,1,0,True,False,True,True,True,0.46
608,28,125062.02,0.0,2,9,0,False,False,False,True,True,0.0
565,32,143287.58,68067.24,1,9,0,True,False,False,False,False,0.48
763,67,87236.4,148564.66,1,9,0,False,True,True,True,True,1.7
665,55,93769.89,136354.16,1,8,0,False,False,False,True,True,1.45
649,38,88965.46,122214.0,1,1,0,False,False,True,True,True,1.37
695,45,30793.61,0.0,2,3,0,False,False,True,True,True,0.0
775,70,74532.02,119684.88,2,6,0,True,False,True,True,True,1.61
788,39,113086.08,135139.33,1,3,0,False,False,False,True,True,1.2
569,42,32574.01,146100.75,1,9,1,True,False,False,False,False,4.49
726,56,130113.78,123110.9,3,8,1,False,True,False,True,True,0.95
564,44,104722.47,111760.4,3,3,1,True,False,False,True,True,1.07
544,32,14559.62,110728.39,1,9,0,False,False,False,True,True,7.61
614,41,598.8,121558.46,1,8,0,False,False,False,True,True,203.0
453,38,129697.99,120623.21,1,8,0,True,False,False,False,False,0.93
471,58,36315.03,114713.57,1,4,0,False,False,False,True,True,3.16
829,37,1114.12,103457.76,1,3,0,True,False,False,False,False,92.86
754,57,70954.41,101134.87,2,2,0,True,False,True,True,True,1.43
749,46,73470.98,78136.36,2,10,0,True,False,True,True,True,1.06
667,23,91573.19,0.0,2,1,0,False,False,True,False,False,0.0
670,30,3154.95,133446.34,1,3,0,False,True,True,False,False,42.3
670,33,88187.81,0.0,2,7,0,False,False,False,True,True,0.0
623,48,118855.26,108076.33,1,1,1,True,False,False,False,False,0.91
571,32,125256.53,131354.25,1,5,0,False,False,True,False,False,1.05
641,37,39016.43,62974.64,2,7,0,True,False,False,True,True,1.61
551,30,145796.49,143340.44,1,2,0,True,False,False,False,False,0.98
741,36,168816.22,116993.43,2,8,0,True,False,True,False,False,0.69
472,31,73322.0,58662.92,2,4,0,False,False,True,True,True,0.8
650,41,113677.53,128808.65,3,3,1,False,True,True,False,False,1.13
625,45,124607.7,137555.44,1,7,0,False,False,True,False,False,1.1
650,34,11276.48,142393.11,1,4,0,True,False,True,True,True,12.63
535,38,136620.64,0.0,2,8,0,False,False,False,False,False,0.0
649,41,70523.92,125785.23,1,2,0,False,False,False,True,True,1.78
689,22,51980.25,136444.25,1,4,1,False,False,True,False,False,2.62
694,38,113481.02,121527.4,1,7,0,False,True,True,False,False,1.07
655,52,49025.79,144696.75,1,9,0,True,False,True,True,True,2.95
620,36,145937.99,0.0,2,8,0,False,False,True,True,True,0.0
577,35,25161.61,0.0,2,10,0,False,False,False,True,True,0.0
401,48,175753.55,128140.17,1,8,1,True,False,True,False,False,0.73
599,25,24903.09,120383.41,1,6,0,False,False,True,True,True,4.83
481,57,169719.35,0.0,3,9,1,False,False,False,True,True,0.0
704,42,179565.57,129735.3,2,8,0,False,False,True,True,True,0.72
698,31,115337.74,185078.26,1,8,1,False,True,False,False,False,1.6
480,28,48131.92,0.0,2,6,0,False,False,False,False,False,0.0
682,42,160828.98,0.0,1,0,0,False,False,True,True,True,0.0
700,31,145151.96,0.0,2,7,0,False,True,True,True,True,0.0
492,29,196293.76,144591.96,1,1,0,False,False,True,True,True,0.74
444,45,161653.5,0.0,2,4,1,False,False,False,False,False,0.0
624,36,84635.64,0.0,2,6,0,False,False,True,False,False,0.0
709,37,159486.76,0.0,1,7,0,False,False,True,False,False,0.0
557,68,38596.34,100194.44,1,2,0,True,False,True,True,True,2.6
646,50,27814.74,145295.31,2,6,0,True,False,True,True,True,5.22
719,28,183893.31,106070.29,2,3,0,True,False,True,True,True,0.58
706,47,140803.7,120621.89,1,6,0,True,False,False,True,True,0.86
660,38,146585.53,0.0,2,7,0,False,False,True,True,True,0.0
667,36,40062.29,0.0,2,9,0,False,False,True,True,True,0.0
705,30,181300.32,0.0,1,1,0,False,False,True,True,True,0.0
598,27,84136.12,171283.91,1,10,0,True,False,False,True,True,2.04
669,26,197594.34,0.0,2,4,0,False,False,True,True,True,0.0
580,38,125953.83,128218.47,1,1,1,True,False,False,False,False,1.02
676,32,75465.41,0.0,2,5,0,False,False,False,True,True,0.0
714,28,177737.07,77776.39,1,7,0,True,False,True,False,False,0.44
597,72,7144.46,124978.19,2,6,0,True,False,False,True,True,17.49
559,29,155639.76,0.0,2,1,0,False,False,True,False,False,0.0
564,28,162428.05,0.0,1,1,0,False,False,False,True,True,0.0
850,51,12457.76,109799.55,2,3,1,False,True,True,True,True,8.81
689,39,14917.09,0.0,2,7,0,False,False,True,False,False,0.0
758,61,182184.09,125397.21,1,8,1,True,False,False,False,False,0.69
604,71,129984.2,0.0,2,10,0,False,True,False,True,True,0.0
733,38,194872.97,111347.37,2,9,0,True,False,True,True,True,0.57
778,40,117507.11,104291.41,2,8,0,False,True,True,True,True,0.89
732,61,157527.6,94867.18,2,9,1,True,False,False,True,True,0.6
646,24,92612.88,0.0,2,8,0,False,False,True,False,False,0.0
597,33,74850.84,135703.59,2,6,0,False,False,False,False,False,1.81
821,37,127413.0,106453.53,2,5,0,True,False,False,True,True,0.84
640,43,69584.3,132412.38,1,7,1,False,False,True,False,False,1.9
511,40,198814.24,124401.6,1,9,1,True,False,False,False,False,0.63
805,46,162643.15,118022.06,3,6,1,False,False,True,False,False,0.73
540,39,114092.52,82531.11,1,1,0,True,False,True,False,False,0.72
705,44,68860.3,184552.12,1,0,1,False,True,True,False,False,2.68
540,39,16150.34,127278.31,1,4,0,True,False,True,True,True,7.88
532,66,115227.02,0.0,1,3,0,False,True,False,True,True,0.0
535,45,170621.55,0.0,2,2,0,False,False,False,True,True,0.0
627,23,103099.22,184244.86,1,5,0,True,False,True,False,False,1.79
646,52,172495.81,59669.43,1,8,1,False,False,True,False,False,0.35
515,25,38772.82,79543.59,1,7,0,False,False,False,True,True,2.05
697,39,44946.29,151553.19,1,6,0,False,False,False,True,True,3.37
652,27,146007.7,166527.88,2,2,0,True,False,True,True,True,1.14
579,28,145558.42,150329.15,1,6,0,True,False,True,False,False,1.03
760,43,193312.33,121911.59,1,8,0,False,False,True,False,False,0.63
769,51,40257.79,156773.78,2,9,0,False,False,True,False,False,3.89
498,29,46677.9,127864.26,1,8,0,False,True,True,True,True,2.74
774,53,153887.93,113709.28,1,4,1,False,False,True,True,True,0.74
705,43,103108.33,79974.55,1,7,0,True,False,False,True,True,0.78
648,44,58652.23,0.0,2,2,0,False,False,False,True,True,0.0
688,51,91624.11,0.0,1,5,1,False,False,False,False,False,0.0
592,38,65986.48,0.0,1,0,1,False,True,True,False,False,0.0
705,33,113845.19,144427.96,2,3,0,False,False,True,False,False,1.27
654,42,67607.9,99263.09,1,7,0,False,False,True,True,True,1.47
624,32,145471.94,79368.87,2,2,0,False,False,False,True,True,0.55
594,30,124071.71,0.0,2,10,0,False,False,False,True,True,0.0
695,34,67502.12,0.0,2,9,0,False,True,False,True,True,0.0
597,28,78707.97,0.0,3,2,0,False,False,True,True,True,0.0
758,52,171189.83,125095.94,1,7,1,False,False,False,False,False,0.73
737,40,149381.32,162485.8,2,2,0,True,False,False,False,False,1.09
694,37,100335.55,95668.82,2,1,0,True,False,True,False,False,0.95
683,25,152698.24,0.0,2,4,0,False,False,True,False,False,0.0
538,30,41192.95,0.0,2,8,0,False,True,False,True,True,0.0
669,37,132540.33,0.0,1,4,0,False,False,True,False,False,0.0
730,34,96875.52,74197.38,2,5,0,False,False,False,False,False,0.77
622,31,152305.47,89688.94,1,1,0,False,False,False,True,True,0.59
714,33,49672.01,103121.33,2,10,0,False,True,False,True,True,2.08
569,34,133997.53,0.0,1,3,0,False,True,False,False,False,0.0
668,59,50454.8,120170.07,1,5,0,True,False,False,True,True,2.38
628,32,16402.11,149136.31,2,9,0,False,False,True,True,True,9.09
600,40,67803.83,141136.79,1,1,0,False,False,True,True,True,2.08
693,43,9241.78,152341.55,1,4,0,False,False,False,False,False,16.48
704,36,100601.73,120026.98,2,7,0,False,False,True,True,True,1.19
527,33,98734.15,132168.28,1,9,0,False,True,True,False,False,1.34
553,43,160574.09,85200.82,2,6,0,True,False,True,True,True,0.53
575,53,26015.8,84903.33,2,1,0,False,True,True,True,True,3.26
626,32,187172.54,0.0,2,0,0,False,False,False,False,False,0.0
582,20,55763.66,0.0,1,4,0,False,False,True,True,True,0.0
683,40,75848.22,0.0,1,8,0,False,True,True,False,False,0.0
850,30,40313.47,121535.18,1,9,0,False,False,True,False,False,3.01
653,35,23864.21,116662.96,2,6,0,False,True,True,True,True,4.89
679,60,51380.9,0.0,2,8,0,False,False,True,True,True,0.0
549,49,93551.36,124829.16,1,6,0,True,False,False,True,True,1.33
850,36,169415.54,155180.56,2,2,0,False,True,False,False,False,0.92
558,32,6935.31,108262.87,1,1,0,True,False,False,True,True,15.61
528,40,25399.7,0.0,2,4,0,False,True,True,False,False,0.0
801,38,66256.27,0.0,2,5,0,False,False,True,False,False,0.0
513,48,114709.13,0.0,1,2,1,False,True,True,True,True,0.0
666,38,158357.97,99812.88,2,6,0,True,False,True,True,True,0.63
606,35,164815.59,132164.26,1,2,0,False,False,True,True,True,0.8
599,45,132127.69,103583.05,1,10,1,True,False,True,False,False,0.78
544,39,146637.45,142406.43,2,4,0,True,False,True,False,False,0.97
529,38,90256.06,99842.5,2,7,1,False,True,True,False,False,1.11
850,41,34827.43,0.0,2,5,0,False,False,False,True,True,0.0
497,41,22074.48,0.0,1,9,0,False,False,True,False,False,0.0
764,39,109805.17,81042.42,1,5,0,False,False,False,True,True,0.74
603,48,100478.6,0.0,1,5,1,False,False,False,False,False,0.0
609,40,97416.34,0.0,2,6,0,False,False,True,True,True,0.0
487,53,24207.86,199689.49,1,4,1,False,False,True,True,True,8.25
748,33,69132.66,142645.43,1,1,0,False,False,True,False,False,2.06
710,75,9376.89,0.0,2,5,0,False,True,False,True,True,0.0
432,45,43046.7,110219.14,1,3,1,True,False,False,False,False,2.56
534,51,20856.31,0.0,2,3,0,False,True,True,True,True,0.0
607,25,187048.72,0.0,2,3,0,False,False,True,False,False,0.0
551,32,53420.53,0.0,2,4,0,False,True,True,False,False,0.0
674,45,37013.29,142072.02,1,7,0,False,False,True,False,False,3.84
525,25,89566.64,0.0,2,6,0,False,False,False,False,False,0.0
645,33,149913.84,149564.61,1,8,0,True,False,True,False,False,1.0
755,43,18066.69,0.0,2,9,0,False,False,False,False,False,0.0
708,37,26912.34,153366.13,1,8,0,True,False,True,True,True,5.7
715,21,173511.72,76467.16,1,6,0,False,False,True,True,True,0.44
727,26,146785.44,121508.28,1,9,0,False,False,False,True,True,0.83
559,27,1050.33,0.0,1,1,0,False,True,False,True,True,0.0
545,36,89587.34,73211.12,2,8,1,False,True,True,False,False,0.82
524,22,74405.34,0.0,2,9,0,False,False,True,False,False,0.0
707,55,54409.48,0.0,2,1,0,False,False,False,True,True,0.0
671,38,3647.57,92674.94,2,0,0,False,True,True,False,False,25.41
439,52,198874.52,96196.24,4,3,1,False,True,True,False,False,0.48
667,36,53412.54,114391.62,1,1,0,True,False,False,True,True,2.14
831,32,194867.78,80262.66,1,9,0,True,False,True,False,False,0.41
545,33,150452.88,173331.52,1,7,0,False,True,False,False,False,1.15
604,35,57807.05,147285.52,1,7,0,False,True,False,True,True,2.55
657,67,107534.32,119785.47,2,5,0,False,True,True,True,True,1.11
487,36,194073.33,140137.15,1,1,0,False,True,False,False,False,0.72
750,52,126233.18,107467.56,1,6,1,True,False,False,False,False,0.85
694,37,182354.46,98218.04,2,8,1,True,False,False,False,False,0.54
